ID,price
5801,2939625.230765871
10746,1255268.385697605
11018,1237922.9977261224
816,747408.8404195064
10413,1622050.5971079832
4471,2863541.0196493454
1928,1955049.2199682351
323,1733827.2108195496
11548,3066687.1958485995
12564,2726195.9023290677
5817,3511677.7657528236
1030,1337285.3361477999
3888,1815225.33090469
2427,1975720.061327782
5378,1833203.4791657922
3701,1654458.4465746973
4536,1565861.5152703403
3799,2062556.886930879
9431,2287410.468326069
10878,1266222.8822632583
2028,883980.9030166334
5598,2168134.5564035103
5828,6933268.256386764
2842,1987824.645558388
279,2177728.8873528945
4812,2127082.9085617596
11406,1839542.1271455607
1086,1322236.9532085597
2696,1221151.4785141058
9220,1061794.9023562227
1496,1345703.9917569647
3737,1270697.5062609692
12211,3444307.223940155
1556,1979920.8893992102
1066,1439883.9518730203
1836,1104712.0462181037
10913,1208358.2670524884
1868,1433258.4440142522
12610,3623689.2511929143
12146,1707913.031463232
2087,1468155.6176523613
2916,2554955.440261186
10188,2910448.0235781004
3253,1546929.5370124679
9082,2484188.585544644
12493,1327475.4986478193
5898,3544170.31439533
8409,2233046.4040804496
5885,1973105.5101344967
1101,991024.2923038965
10071,2039366.8029275306
11403,4806304.679839683
728,1325217.8015612229
11647,3801825.834149579
1931,2189409.915970174
232,3017672.735515393
3988,1751571.7007786536
9416,1736043.97579078
1866,1769908.5749278478
5685,2616951.6406859327
2779,1912967.421615556
3294,2830922.077035563
1471,2213882.4820988756
2960,1242791.591872659
10447,1714017.7171953814
1220,2129341.7328972076
69,1626712.975802645
2002,4248174.549359407
2784,2256434.8662192654
1911,2243756.587885666
3023,1619579.5357030707
3394,1591425.9992755633
5920,1181774.7466533708
688,2367239.8527240627
1511,1908625.3088596482
3572,3554018.9167733267
12401,1112403.1795263158
10756,2406604.1752195903
4007,1707368.8246688384
3230,1249151.3989005499
12240,3178467.766740646
10539,1779432.9828698363
3226,3346390.086246388
2280,1018794.9364079777
3650,2378573.7536895885
8540,1256716.3883991055
5847,1323176.7189014533
6694,3410737.798489109
1336,1331802.769967209
2538,2148970.9096087143
7185,3456876.0850200728
8314,2624901.359484941
1204,951279.5111240749
2020,1264984.4113286408
2468,1531287.3931539096
9909,1896312.0980584675
7935,923882.1641489749
1361,1643148.3678355773
6138,1517800.7149104304
1914,4034904.139924368
11090,1628696.8222587358
9320,1469709.3325788593
172,1715808.8336362739
823,2966232.8143117456
1189,1234788.2674938058
3768,817329.2576226715
2993,1955601.4391079405
12873,1366426.918385867
1146,944731.2597758137
19,1612846.8783394287
2113,2549679.8813203466
5132,2441505.8835129673
11109,2355623.38739041
1562,1016321.8456080526
337,1574024.0078102546
1981,4669046.264464601
546,1457478.2283207793
7428,2077535.715673364
230,978183.1050320126
412,2798179.571432656
2205,942108.9152415411
9114,2682648.8218076415
1803,2283499.816878458
1571,3496949.7928632256
12362,4132488.7618491035
8109,1861887.468913607
3868,3403220.047836515
3013,2226980.553852032
1011,1155757.579059253
12983,3124257.0281410366
116,1867362.1808224295
3245,1490161.5963559626
2253,4397277.582741152
10879,3164263.2333846735
2246,1532853.130062808
11494,3140378.925471961
2259,3433964.0359320994
2199,1679579.6906579626
1692,1496212.9765634502
5772,1659166.568978181
10182,2167503.876747323
5051,2555895.7093160325
5033,5620176.335703252
11113,2317660.1401836346
51,1960474.8099523815
5129,1277816.2198109129
1550,1728527.4253634787
616,2882787.9671321954
10151,2717548.3357295636
6994,3637719.0364191495
5738,2544928.4530182765
5729,5502242.401667565
1122,933161.8329480919
3406,1400726.384572044
2196,1065860.4767584202
3768,2525833.8177067484
4432,2050193.3570893707
2236,1179177.447050082
1743,2229998.899683009
2046,2354389.232429318
781,852459.7604939092
1126,879104.0470276277
10472,2923682.6310459916
3524,1772972.6438501182
6922,1762370.593769442
6018,2258614.7604147964
2973,2024406.4295038306
8323,3692225.1474130163
576,1386411.1010531948
3118,1395198.7889533476
5737,2922451.0487492043
4642,4222663.160533808
8425,1274565.4433335962
2245,4500385.416620248
12248,988019.136094424
2533,1062199.262510939
3134,1305135.1383375141
5871,2335329.740143293
9331,2783306.0484595196
959,1960287.5613783028
2753,2413837.404343111
2887,1896460.8829513234
11710,2168844.0038997238
5279,3764511.942880204
3249,1410929.3186183472
9711,2509194.511483549
5061,2154815.202721967
2493,1977081.2300640496
627,2863159.9220176167
2618,1116449.8809924251
4698,1375049.8640811383
1575,2020281.1936514045
425,1006165.7293396473
944,1472955.7336060184
3508,1592560.9023783803
3674,1578082.3029669374
3351,821070.8314909586
1348,679512.0519406686
1421,1116583.959293048
9134,1178035.3801210371
6348,2440201.2423236095
1277,2496561.2391553177
1152,1186535.432209413
7783,2384870.717413999
29,2893256.720659214
11244,983524.8437258096
5924,5908611.562448344
3001,4114078.1147631286
4587,1666050.4422217861
8303,3001941.204262056
2439,1466828.1719266232
3060,3318769.832704095
8575,5954043.118686401
11031,1089328.0881454176
2056,2626582.2041410287
8657,1136914.977846487
7669,2548315.0777026284
371,2208059.3031073525
3985,1537941.044343297
279,1653410.9597756164
2964,1671891.4716173636
5411,1145235.8383349301
4555,2610453.2896843213
3310,2514952.5873257946
2340,1248635.3416335925
2139,1195327.8040035637
578,1683103.3724447098
2263,1023024.6005387213
11168,3330632.1413709316
8198,1653644.7052780779
6174,2195657.4133558827
7566,1178382.1845692806
5106,3094009.0979225845
1977,1860318.0610908729
5663,2647879.5393035607
1398,2079978.3518074444
2207,1256466.1230984754
1987,940106.3840219285
70,2021073.999997486
12282,4501447.03193672
5913,6097048.501579883
6506,1391239.2975151069
3957,2254301.817281116
881,1110514.764109512
1599,965831.1281966411
1989,4374678.866191427
1719,1405393.945439383
3669,1261862.1730768564
7029,2062681.523493288
3537,3027647.537700445
8590,2407449.3599517997
2974,2162587.8728173175
431,3706485.5022129286
12647,2838637.106172381
2062,2909605.2989887334
8040,1885114.235760222
7744,2083330.9417445106
6155,2622191.7137714904
98,1780544.6173971873
3514,1335746.871108959
776,1609309.7312362553
3678,813619.9929945138
2529,1061083.4262999767
1806,2037329.9099064
6359,1335527.9227728732
200,981314.7533585499
1477,2383368.6881330847
1679,2744587.3898923644
2323,1976589.0558069455
917,1333810.7677143752
430,986169.429660518
3723,1125807.9009598498
6665,1255052.967944848
2719,1185830.463733303
10429,1018431.5587689527
428,1935272.5635191628
3995,1505482.100081089
393,1079733.7800899763
2336,2243463.867765036
2107,1106910.8449678635
1242,905133.3809834265
7616,2417506.1627216386
11586,2867162.3567767907
762,994500.1038826664
1677,1646635.0660606474
9356,1442403.10846558
4810,2781909.3927036882
1643,2357482.821328916
1977,2173222.2590971384
1102,1323552.8268086049
2231,3528417.027920101
6369,1888862.1632715492
8299,4112271.719672962
9088,2486018.0073594903
12140,1394430.1448661466
89,8021103.646866178
12948,3178276.9223433556
2387,3068865.170596198
9454,3224265.979635783
10957,2857431.497250451
6075,1787321.5290051252
2665,1428232.8807737574
6511,3103064.0908121867
3180,1497210.546136859
4079,3116353.1444672043
7372,4106323.4121754793
10509,1419783.2893267088
3302,2473568.1983975153
10714,1608654.948592375
1794,1523657.5914739026
6467,1758216.439772325
10015,2087702.1501864265
12005,2252918.9354780037
11832,1121038.0117478985
7524,2087068.1478773619
680,2783306.0484595196
376,4139162.858395973
8563,2271522.719469587
2826,1076895.7258385771
11426,3413518.4711295613
6426,2266678.7264836594
649,4631394.047893433
2190,2137224.8089931393
11071,2627224.6967308894
738,896781.4739792673
3915,3341793.883101455
2056,1708426.1904457517
11297,2047039.3056167187
2113,2012078.7232986402
1235,1074406.131381514
12351,2202622.3399937428
995,987507.757295273
857,1669115.4194486872
1559,1727937.8762506233
7580,2550804.2090082704
716,842696.6078405029
3161,2154453.546117153
6287,2625968.2798458706
3061,1656633.2882114656
2715,1692287.1390150702
8652,3032122.697061131
8978,1759277.4582079481
11641,4670129.808040833
4811,2344165.5840439904
132,3025005.454134234
3930,1801500.4782611518
12963,3732603.4301447263
3625,1079563.2675905584
2256,1444016.827139917
11883,1678658.1526149316
1393,4447806.122604633
778,2712620.1973500005
333,1117177.5966362539
2259,1472318.3414393975
4898,3661292.2026119214
975,987962.6414251325
2130,2881916.6155022085
12336,2243463.867765036
12354,3743795.6171816885
1707,1143943.6376335882
432,2170552.5181898996
1815,1744332.5186222745
12357,2035143.460454195
11140,3578451.84590251
9197,1598152.915610177
10500,3492911.9809814827
12701,2392416.440636
12111,2950173.52025534
11150,1838937.0026917413
1933,2765274.566640748
4617,5656931.036412381
12312,3121846.2883869167
7129,2442209.2661292814
5744,3276115.3040829543
3903,3703056.49119844
3017,3316773.1978826765
8723,4314102.127468716
3629,1788840.6139921
2638,943685.8119638576
1632,1636663.6577688318
3922,1498657.5205272096
2216,1113045.4447182415
5267,4867098.684077007
11091,1242336.3531990228
4964,2978355.386384315
678,1143921.2302377308
4678,1205363.9367565573
9836,1778706.7322683446
8905,3471445.9890463967
3150,1050617.0345688292
1805,2592048.860823562
11262,1817876.1872055696
8024,3046375.6428563194
12988,1636989.8195294559
1611,1469920.5615163024
3466,1358423.8711368057
2127,1235365.4196221314
497,3164543.951426102
1647,1094703.134171795
2848,1087325.3017791542
293,1769237.1343662222
7256,2268322.9600135377
9063,1703628.1831635658
6441,2616931.140178713
47,2817748.9344585403
5323,1178005.6993864826
6487,1803480.7584148024
1948,2016163.369477005
1659,2443991.8302412396
1213,1403157.3272022689
11663,2879036.968193327
3954,3082893.829296479
724,2194400.1816652073
1930,1574569.9085297238
7833,1079226.7488341937
814,1836581.4135774295
12190,1720540.1349221622
4080,1823352.9724905873
11344,2582842.120587296
272,1463976.82823738
10180,896987.3893168713
6099,3423380.390895247
5797,1916100.1997139198
7476,2358200.070012486
833,2558217.3728428944
5545,2099601.0434326404
630,2112021.170057884
1502,1444464.3926554094
12148,1932177.4081555952
1605,1682242.8823464073
2365,1377268.565810158
12494,1862125.465965495
6244,2603879.6115026176
3130,1451210.8223834783
1870,1526546.8371628728
10144,1555989.3675184194
3752,1131612.6346298798
5798,3949021.8082736777
1765,1462813.2763944417
11929,4244968.362153271
3241,2450506.892447563
8324,3015467.579641641
2688,1010054.3692668064
2912,2062681.523493288
6742,4550701.698266782
2694,2271427.9530293867
5237,1084890.6831654361
9138,2902575.96851082
1773,1463600.3755602778
3607,1741919.7896948599
3968,1694239.8138883263
1140,2254000.0139708323
9624,1089164.8509839813
8311,2273196.1100352877
202,3901824.564183033
2982,954216.0870356923
180,2079557.9780569165
3157,1432281.1007101645
2959,2184649.1689188913
1436,1508476.396991944
10813,3923263.810070757
7478,2232630.895752835
10467,2859778.699473094
5901,3553734.1659262553
5981,1821625.3536904661
8065,3664368.271086119
190,1092893.3605722294
6240,2319747.581557311
1935,3283139.4945509527
2952,975616.8498941909
8170,2022071.5074140946
710,1673288.6520609935
667,1092836.6859723919
543,4070333.251043115
3688,1025718.0149173688
3302,1993238.6191641279
664,1332493.3086031158
7706,2429842.2839940805
2076,2643313.745510953
2500,3968854.864281766
2020,1702781.8780425366
1913,1516787.395002797
3160,3917570.1565841963
11817,1627702.9923305209
5955,1983292.8224923725
4195,1310059.5937410747
939,2495844.6963955876
7386,1833714.1104315133
12448,1756414.1937959853
163,1506380.032512072
831,1673170.880538106
1634,1896312.0980584675
495,1248646.0849265177
3411,1784722.909749551
8095,1588106.5375846084
2251,1222453.5014759074
1891,1282783.513494384
7473,2243585.203848521
8557,1343617.139221856
5766,2057543.5409278006
9849,2091500.9552669106
12269,2226462.0758493757
5402,3144880.888557828
3601,2103896.010646134
9895,1275234.5182328627
3909,1222639.3185461697
10595,2060520.1958830522
460,3702106.780087311
2883,853328.5225133782
2405,1130236.4502823986
2969,1744998.0372865302
268,1610010.973514425
558,2817044.953827427
10556,1528826.7356215518
5476,2181077.46200267
8017,1839227.6023254336
4865,2115284.055252383
11378,1939137.6164792373
1364,2349577.715389139
3185,1842593.6212503968
12622,1444707.0673612533
1135,1608390.950035484
505,3624763.3942394177
6459,1774405.6852966887
10303,2273248.907474497
11899,1459625.7614233198
3116,1131442.3110370892
10073,2157636.010129271
3393,1285383.7656621276
860,2366638.1338291387
2410,1805574.0420450466
5662,2348897.6473458726
2210,1562039.256838752
500,2557986.014207515
1487,1461673.1066279402
1971,1402134.6238332272
9792,3707625.406356469
1768,1511768.694276493
1871,1054217.508213346
12803,2156119.1789554367
3923,1533703.7838084623
431,1199819.5382092076
3151,1438350.694809902
4653,2731552.5101653086
9918,4410132.6961857
134,3035796.452977194
6377,3239589.006942528
3233,3322394.5909171286
1580,948676.1830879333
3384,2241924.6736173234
7289,5473651.456320208
9381,1465487.4113459946
12592,2498774.734478672
587,1907559.2566627364
7607,3176445.006183956
6963,2172741.3780550323
8521,3029723.5238650786
10499,2998114.2771143215
12036,2352698.630737925
7020,2560494.7869600994
8743,3129984.7024913863
12157,1802321.7903793515
11239,1709041.2725033704
3663,3065423.272467073
9637,3120427.1474621706
8276,1219846.4333309885
3010,6485286.4105654955
2409,1768627.7307966705
6257,1553101.0865894973
2017,1406576.8164771195
12678,3499799.2208921006
6112,3478156.0249825027
2189,929910.3999778947
1080,1797853.5932907076
2690,1369380.3549937853
6163,2185936.8760357755
5107,1552159.2684481184
322,1102819.5067095608
6522,3593417.8362236456
2068,2847597.9198378017
3792,1005711.6413690534
2882,2282878.2998782108
5589,1382587.1312409586
5400,1585245.4935848396
2114,2146939.310493888
111,2529788.9710600404
4343,4553334.78492733
1712,3312780.7007231712
548,761101.6783916135
3872,946517.5089802339
7453,1529639.0890505426
3551,2813698.6335350443
2332,1742674.5049708602
1934,2424823.611359359
9736,1775255.0889696728
1182,2282782.418263849
508,1410849.4953435897
11486,2946672.3712841473
8871,2774481.287542455
2011,1792678.4464129647
4175,1032806.2008029614
1323,1382250.3386647974
10789,2920728.61131946
6130,2608647.211357032
435,2912807.392766217
10805,1493082.2586258855
3055,1699949.7390022883
6164,1923564.8551068243
5656,2354902.6045634616
7336,2558193.688613034
4469,1905130.931554371
2136,1526859.2017305978
5535,3222724.8293557777
1231,3073864.4747352824
11272,3253243.58195873
1021,1169846.816724067
2761,1406966.5219406178
4704,1885023.5226630934
2705,1274486.902876616
435,2796501.871588261
7989,4066410.8599508195
2544,1501781.2970635826
3767,1406380.9646897982
7294,1786142.4588447057
11474,1468197.2505150419
2330,1733639.120613486
6619,1607862.9859956214
6490,2966539.2056640233
63,2609873.9738811804
967,2932716.030179427
9740,2382215.5013136
1763,2094452.7297406846
9782,2128192.8683842984
2731,1496466.7912566182
343,1629181.270153431
561,1152645.464864159
6501,1752734.8754319262
10554,1062036.9106480875
2074,1011189.8584067805
12584,3393581.3969796286
1873,2201569.2005872927
1213,1079733.7800899763
5906,3093236.1167644
3139,1048152.7928719425
4940,2763849.028633642
2446,1951291.085579118
835,1134830.333612658
10184,1335373.2664617053
11460,2147823.012535636
2817,5237806.771402697
10662,2592597.1367630837
9273,1666978.1014988236
219,1798480.9376768176
12943,2280987.4690703875
1058,2027520.8154639765
788,1443337.8455593868
1160,1263614.0913579306
2653,3498940.1020333343
10599,5620491.002079014
5800,3837152.6582655404
131,3132355.7014424633
3095,3612009.47882181
1823,2457314.785316056
5447,3886459.675774047
12900,944477.4069878156
1316,1745842.096896804
319,2148830.2340175216
10480,2106989.17234253
574,1121743.4814401108
2822,2522531.7027070313
9437,1746938.8676580822
4272,4209930.4471699605
1782,2590124.7241386375
11922,1653001.4605453368
11326,1226188.8694507522
1804,2263437.0856041554
2003,3424124.5724008903
7570,4072253.676016828
9632,2745150.0992259914
74,2463433.605827312
7627,1556697.3789111162
11876,1375049.8640811383
1285,1821791.1138311115
2212,1819866.150941687
2104,2480313.9435337004
2659,2607587.0537958117
1178,1705487.7276607023
3876,1272851.1587177515
677,977592.5875174941
6856,1683761.2345829853
4256,3237057.6939872964
12061,1369504.8579289499
1948,1940406.5343224783
12461,4752863.937724971
2673,2473538.1888723318
11313,1546397.9629449584
2597,2069022.2052580013
457,1079295.6107715392
1430,1255052.967944848
8795,4475041.751811424
10465,873667.6920076809
9807,3005243.8387122327
1936,1679857.8499558228
10108,978683.3305438987
2310,1781880.5411257693
10840,2660953.5464183544
6251,1248064.7458819826
1811,5755619.57553716
12972,3443531.431911252
12258,3677566.018384938
1830,1142706.8488727624
8947,1963258.4647868958
4771,1165847.1931162588
838,1400551.7295007615
2193,1096762.566028222
11547,1633653.7294933898
1058,2167259.648459421
4039,3316038.0920647765
1462,1687523.025740584
8680,1536551.0811386786
6921,3245924.4152951473
1385,1096979.4535548752
410,1181821.6956166597
8002,2114844.4780637617
10165,1547932.0189444108
351,1633162.6264894
1135,776817.0728694268
3838,3514438.931077103
1287,4072051.8318891865
3704,1485223.9478849175
11620,2107953.893493068
5601,2270979.831941918
429,2829296.070058043
390,1177153.1086685136
100,1269640.3446687635
10524,2071533.0153062379
12626,1337031.3096592797
3230,2274428.8805864253
9761,2185512.9563717963
7283,1944221.7513620018
1024,2045721.7673583715
204,1714377.8291516057
11060,1721382.4673691664
10291,1290878.7775796899
3743,2687308.2071855934
2592,1388973.9549656112
9023,2911484.96459852
11890,2443725.5435585612
6321,1951249.3617501874
1635,2344213.698934758
1501,1367254.7911661493
11908,2893801.591871622
1103,2229858.898786734
1706,1788026.8905531212
12992,2142422.82407907
1679,1154004.2904938036
2914,3780735.1616156963
5886,3868530.7118544863
3309,2692448.8412834504
9983,2424916.998698812
10866,2984109.428125642
12463,2534907.6708571687
9921,1264437.142534772
9528,2322834.623237217
8552,1079733.7800899763
11997,6092542.775506422
8663,1548027.471193167
4638,1586861.9222755593
247,1080990.9683511234
2111,1294686.0165638076
2790,2583658.2634391002
1935,1561493.0537954527
7861,1401155.7898483053
8018,2952732.8749624705
9560,1769662.0114496867
12985,1440851.8227953217
2944,1472821.626821618
379,2118627.3996648756
10391,2542845.1045604255
2871,901121.4008507438
1077,3760274.1113309264
3339,2513917.2361984104
476,2103807.647674188
1235,858412.23246235
2543,1064146.9588575766
50,2465695.4289479926
10897,3010730.6039699838
4624,2680133.6016937112
1752,2012762.2796289423
1490,2325312.7938309005
3539,947961.1964846635
11184,1337408.895612298
3867,2482792.9081230336
609,1011927.0661448389
8666,1257740.437504835
5641,2489206.149871035
1376,2232304.167060116
11866,2403025.1934078773
3832,1492898.9052803558
3371,2326933.3225161918
327,1550230.751219361
93,1781024.4988436857
2066,2198200.7671216973
1258,1830962.3432887127
6068,1263212.851444298
1106,1788524.2418221878
1010,3623897.494380937
175,3670279.979101168
9972,1294686.0165638076
9963,2633510.2225664156
12114,2710831.631458854
2204,1920383.5798095968
792,2874151.486505885
288,1356810.429326011
1423,3524320.553408089
5514,1538866.0097718516
11875,3204963.887325977
3955,3290249.354619883
6193,3027310.4875260624
7041,1494019.4828654248
3317,1119024.1734226234
784,3167982.219204834
8629,1899847.9891954192
8620,4315863.909113105
8103,3621751.977321282
2801,1598729.589970914
8798,1463832.5440406874
2569,1428617.3847539686
3005,1731312.0613605944
398,1301291.4417928117
5046,4384546.4542615
4847,1308025.0999086173
4917,2340622.0179574885
615,1803473.615792383
3047,1064292.4814536998
10407,2595352.462756657
6145,1361043.9575077666
1161,1473181.066184936
162,2129857.543648559
9438,3276655.5927644093
12852,2690995.072225356
6389,1567291.948330733
8115,2007082.110655253
7578,1720181.925634188
1044,1145300.9420023696
1111,2318336.297356103
1394,1202889.8646324028
1311,3527286.5832614247
5018,1431721.789760816
4789,4233318.84543919
577,2784156.350988306
5043,1775586.268682856
1072,2478762.8006669604
6541,2742841.3753851606
7698,2735061.79957764
642,1025889.3908167162
6667,2293106.88586693
6388,1056397.6644343017
3809,1651536.8023544468
8445,2996348.5961055355
1045,2401585.009382294
9038,1726426.8081204465
1431,1200991.9739423003
2448,1843431.5353518506
3348,2982824.242896154
3412,1261154.4597966655
4478,1082497.4999908567
10821,1747385.096092125
6759,3015748.9331059316
5318,2422625.1715199873
3322,1509307.342356485
1047,2751114.5345433224
2272,2233069.5177042093
8808,1073475.3612496066
6987,2623519.4933026666
3031,1450294.4637729854
1372,2296042.9955417076
11810,2197471.7514931536
870,1580672.702839912
5742,4651227.460508176
1386,2168513.858068217
2266,880121.7191874774
4279,2733863.853653494
1454,959954.1938904074
903,2166872.2285767887
6594,3005910.228075882
750,1297231.199504925
142,2520658.1868862715
12371,4378445.35942919
1617,1656532.5681290813
4640,1807612.7541674727
4569,1406750.5753579407
316,1524305.4632058714
10926,3047166.448272264
2374,1059667.249554608
12550,1139105.298494118
709,3245272.2157497564
158,1928528.8130338856
1429,1700020.5195319129
3854,2294359.1678131614
2863,1102819.5067095608
10621,1547172.456936345
4289,2233393.4758548737
6055,1647809.2460062793
9832,2468603.563358143
2693,2599858.9741581576
7011,1221904.5896683317
2688,1652972.183593518
10259,4209746.572877596
10235,1171835.8800117974
9786,2936528.3954200735
3014,2850347.9619420697
9434,1770923.6775588633
9764,2549683.5518498076
2423,2108295.5011839326
651,1529768.7617988335
3610,1395290.2931343033
1899,2200625.524102984
1063,1577020.5050611906
4294,1840526.671719468
1422,2073106.0889447818
10612,1207693.3807346702
4837,1351022.519078103
4501,2374713.6137090167
10549,2162368.939457241
1114,1340018.8433646476
88,1621895.7193686876
7817,5696997.264639907
1980,2590138.4832831793
1151,3224041.7291637724
2404,1592509.0328063553
4641,3133376.874774154
2942,5923162.689326623
607,1874952.267856604
4293,2484692.4328320413
5274,1028573.3688193324
2701,2731402.4170514112
445,1605131.2262969026
7846,2776158.878566253
1138,1902315.6699484282
7784,1495869.5959913377
11617,3198789.0513843913
1483,822228.5502625383
11159,1613882.3106603157
8513,1441926.7182720802
8892,1280839.4717101958
2759,2084121.7982706896
4645,2114927.6442373777
2505,1722541.9444299326
2017,1613834.00028413
9450,3464337.6710685277
2271,1662822.9537406885
2548,1665676.5441985796
541,2021428.190154012
2449,1649146.9664491557
8912,1457453.945401349
3996,1570763.9656763128
3866,1347397.5332085923
2885,2477370.9260011697
2111,915845.5789032872
95,2247903.4479622375
3071,2126439.5827176515
10344,1237798.5460714027
160,1080238.0764985003
1039,1198015.392223809
1306,2294184.0447929488
2725,1756403.4099933652
868,1159854.8881375385
11937,1340998.039594714
2177,895037.2742701161
4366,1084264.8448135674
2742,4391512.970189635
12845,3772085.0773939304
624,5612897.376101586
1659,3673715.8985377336
6569,975616.8498941909
179,2017437.600276317
12103,2980825.7630743925
450,1528968.4276549038
5796,1992919.3442815046
2573,2957823.180180738
4685,1580625.4828929994
1325,1206693.0668841875
2623,1999942.7770500889
3088,1103282.1982767822
8992,3680731.0615937146
9195,1458759.7235779357
2862,1229656.896339091
4097,1375776.2080971627
12294,1167741.1360350498
1600,2043633.2173909564
8716,2694669.8115701852
11537,869389.3023220655
7663,981575.6885429122
1206,1149110.0554112387
2184,2580596.931684513
3525,3248554.6206357274
9221,3241923.4231339437
2166,852440.4388827686
3445,3063177.371076014
2278,1994081.8212852667
4525,1404050.2020232058
1354,2264045.9157710727
10348,3121855.6139408364
2023,2701808.597641938
1672,1311101.6816326734
531,1329526.1173451522
2048,2959227.696270745
429,1358730.7355879084
9757,3912139.245243588
8636,1442437.9809225898
7959,3497621.731525832
2886,1944715.7802622325
679,1382670.5864403532
1270,2064190.3750025267
1618,2872769.780079841
1033,1877520.661333757
4672,1404610.5399154671
5523,1445218.6408303347
2398,2246379.047678937
1028,2488923.0979827982
459,2739472.526826894
11788,1931986.5689707
3931,1941115.3672846213
410,1680069.5989168687
721,3296402.6385058053
1490,4065256.468258555
2979,1234082.1793298675
1967,1601155.530415679
3898,1997445.7489876372
929,2891962.2624707166
398,2673130.3931794544
3304,1143909.1857393724
2264,2533801.214084193
5436,2591871.5839124033
5225,2462053.08043956
8587,2817770.564541055
4849,4434877.400866667
499,1202319.369261753
1460,1961836.928340058
2464,951638.1302700699
2683,1962739.1694731978
9029,3765379.165690505
3188,1698711.6203222086
1737,1170526.3324459658
549,2635663.940459263
1390,923594.7641707521
10437,2741563.9008384086
2787,1062182.2472310895
4062,3367106.8854682837
777,1465671.3953074347
5135,1813847.555819064
3521,1166976.3767201258
2750,1097615.7365554702
12286,2716965.251351755
3857,1909144.184908779
578,2245638.2412802815
1944,1994363.677567645
3511,2060281.640056988
3262,1213221.7385862803
1148,1096267.374513691
11137,2594746.9667610563
2426,4822144.776266996
12440,1495983.7157418642
2704,5667700.362215025
1222,1458591.7962109149
2707,1195148.9699681017
10643,2632278.7531090407
2534,1143978.856696158
1777,1814375.4178975858
2331,1315640.5626789518
12938,2999675.2377168583
1139,1299880.495230542
1636,1325217.8015612229
3224,2539691.0260849027
5747,2371127.6422489528
604,3224856.0345993843
1346,2354389.232429318
9891,2542937.09415738
2653,2077634.4369802596
10722,2263816.637766403
2214,1179585.1447980506
8519,2240459.653477378
3869,3276723.4317923114
780,944477.4069878156
5483,2614895.0265625096
2495,1919900.4398644436
251,1360514.4891684074
8327,2868862.6161380582
9610,2112317.633216413
2949,2062855.6466715226
3713,2501985.800781965
2281,2332445.8235405125
1704,2211725.46449132
2849,1848767.8745769514
11160,1337600.338221239
5196,2843758.011506008
901,1550864.6383973402
2204,1036151.1978004463
2348,866820.8157929594
11923,1875418.932966168
3286,1944909.5171723892
12299,1293812.1213571248
1181,2730086.581407165
8251,1668353.0631175223
2897,1589066.9059861423
12548,1749557.4465396258
2794,761447.1616100143
2835,1028896.8884560235
1115,2281210.002666967
9351,1255052.967944848
12288,3090731.364096065
6764,1506668.5761392731
2009,4849584.178618303
1484,766717.4072826346
12829,1557932.8813004037
610,851912.1250697528
2018,853099.160711922
8818,2598506.529451854
2270,1355143.0866731354
7844,2569813.379740366
1755,1279441.934918888
3485,1264428.1839677044
2501,1540819.3181925765
2953,1196716.4666954987
1395,743047.5171111312
2171,1255165.880011967
687,1297231.199504925
1644,2721524.4694294157
1697,1679098.722164786
